Date,Hospital,Blood Type,Demand
15-01-2024,Global Care Hospital,O+,203
16-01-2024,Global Care Hospital,O+,186
17-01-2024,Global Care Hospital,O+,198
18-01-2024,Global Care Hospital,O+,205
19-01-2024,Global Care Hospital,O+,205
20-01-2024,Global Care Hospital,O+,195
21-01-2024,Global Care Hospital,O+,196
22-01-2024,Global Care Hospital,O+,194
23-01-2024,Global Care Hospital,O+,194
24-01-2024,Global Care Hospital,O+,190
25-01-2024,Global Care Hospital,O+,186
26-01-2024,Global Care Hospital,O+,202
27-01-2024,Global Care Hospital,O+,187
28-01-2024,Global Care Hospital,O+,198
29-01-2024,Global Care Hospital,O+,194
30-01-2024,Global Care Hospital,O+,189
01-01-2024,Global Care Hospital,O-,193
02-01-2024,Global Care Hospital,O-,177
03-01-2024,Global Care Hospital,O-,186
04-01-2024,Global Care Hospital,O-,193
05-01-2024,Global Care Hospital,O-,193
06-01-2024,Global Care Hospital,O-,187
07-01-2024,Global Care Hospital,O-,181
08-01-2024,Global Care Hospital,O-,189
09-01-2024,Global Care Hospital,O-,181
10-01-2024,Global Care Hospital,O-,182
11-01-2024,Global Care Hospital,O-,179
12-01-2024,Global Care Hospital,O-,188
13-01-2024,Global Care Hospital,O-,178
14-01-2024,Global Care Hospital,O-,184
15-01-2024,Global Care Hospital,O-,194
16-01-2024,Global Care Hospital,O-,189
17-01-2024,Global Care Hospital,O-,192
18-01-2024,Global Care Hospital,O-,194
19-01-2024,Global Care Hospital,O-,187
20-01-2024,Global Care Hospital,O-,182
21-01-2024,Global Care Hospital,O-,183
22-01-2024,Global Care Hospital,O-,190
23-01-2024,Global Care Hospital,O-,193
24-01-2024,Global Care Hospital,O-,190
25-01-2024,Global Care Hospital,O-,181
26-01-2024,Global Care Hospital,O-,188
27-01-2024,Global Care Hospital,O-,188
28-01-2024,Global Care Hospital,O-,178
29-01-2024,Global Care Hospital,O-,189
30-01-2024,Global Care Hospital,O-,177
01-01-2024,Global Care Hospital,AB+,186
02-01-2024,Global Care Hospital,AB+,179
03-01-2024,Global Care Hospital,AB+,175
04-01-2024,Global Care Hospital,AB+,173
05-01-2024,Global Care Hospital,AB+,181
06-01-2024,Global Care Hospital,AB+,175
07-01-2024,Global Care Hospital,AB+,174
08-01-2024,Global Care Hospital,AB+,173
09-01-2024,Global Care Hospital,AB+,188
10-01-2024,Global Care Hospital,AB+,191
11-01-2024,Global Care Hospital,AB+,184
12-01-2024,Global Care Hospital,AB+,176
13-01-2024,Global Care Hospital,AB+,180
14-01-2024,Global Care Hospital,AB+,177
15-01-2024,Global Care Hospital,AB+,176
16-01-2024,Global Care Hospital,AB+,181
17-01-2024,Global Care Hospital,AB+,179
18-01-2024,Global Care Hospital,AB+,178
19-01-2024,Global Care Hospital,AB+,178
20-01-2024,Global Care Hospital,AB+,177
21-01-2024,Global Care Hospital,AB+,191
22-01-2024,Global Care Hospital,AB+,174
23-01-2024,Global Care Hospital,AB+,190
24-01-2024,Global Care Hospital,AB+,186
25-01-2024,Global Care Hospital,AB+,175
26-01-2024,Global Care Hospital,AB+,183
27-01-2024,Global Care Hospital,AB+,177
28-01-2024,Global Care Hospital,AB+,190
29-01-2024,Global Care Hospital,AB+,175
30-01-2024,Global Care Hospital,AB+,186
01-01-2024,Global Care Hospital,AB-,198
02-01-2024,Global Care Hospital,AB-,185
03-01-2024,Global Care Hospital,AB-,196
04-01-2024,Global Care Hospital,AB-,199
05-01-2024,Global Care Hospital,AB-,194
06-01-2024,Global Care Hospital,AB-,196
07-01-2024,Global Care Hospital,AB-,195
08-01-2024,Global Care Hospital,AB-,184
09-01-2024,Global Care Hospital,AB-,187
10-01-2024,Global Care Hospital,AB-,196
11-01-2024,Global Care Hospital,AB-,188
12-01-2024,Global Care Hospital,AB-,197
13-01-2024,Global Care Hospital,AB-,196
14-01-2024,Global Care Hospital,AB-,190
15-01-2024,Global Care Hospital,AB-,190
16-01-2024,Global Care Hospital,AB-,182
17-01-2024,Global Care Hospital,AB-,189
18-01-2024,Global Care Hospital,AB-,197
19-01-2024,Global Care Hospital,AB-,191
20-01-2024,Global Care Hospital,AB-,190
21-01-2024,Global Care Hospital,AB-,197
22-01-2024,Global Care Hospital,AB-,184
23-01-2024,Global Care Hospital,AB-,196
24-01-2024,Global Care Hospital,AB-,200
25-01-2024,Global Care Hospital,AB-,195
26-01-2024,Global Care Hospital,AB-,185
27-01-2024,Global Care Hospital,AB-,186
28-01-2024,Global Care Hospital,AB-,197
29-01-2024,Global Care Hospital,AB-,181
30-01-2024,Global Care Hospital,AB-,199
01-01-2024,Grace Hospital,A+,86
02-01-2024,Grace Hospital,A+,92
03-01-2024,Grace Hospital,A+,99
04-01-2024,Grace Hospital,A+,91
05-01-2024,Grace Hospital,A+,90
06-01-2024,Grace Hospital,A+,85
07-01-2024,Grace Hospital,A+,99
08-01-2024,Grace Hospital,A+,91
09-01-2024,Grace Hospital,A+,101
10-01-2024,Grace Hospital,A+,86
11-01-2024,Grace Hospital,A+,93
12-01-2024,Grace Hospital,A+,93
13-01-2024,Grace Hospital,A+,97
14-01-2024,Grace Hospital,A+,90
15-01-2024,Grace Hospital,A+,90
16-01-2024,Grace Hospital,A+,104
17-01-2024,Grace Hospital,A+,104
18-01-2024,Grace Hospital,A+,87
19-01-2024,Grace Hospital,A+,101
20-01-2024,Grace Hospital,A+,101
21-01-2024,Grace Hospital,A+,96
22-01-2024,Grace Hospital,A+,100
23-01-2024,Grace Hospital,A+,99
24-01-2024,Grace Hospital,A+,97
25-01-2024,Grace Hospital,A+,85
26-01-2024,Grace Hospital,A+,101
27-01-2024,Grace Hospital,A+,87
28-01-2024,Grace Hospital,A+,99
29-01-2024,Grace Hospital,A+,88
30-01-2024,Grace Hospital,A+,88
01-01-2024,Grace Hospital,A-,90
02-01-2024,Grace Hospital,A-,99
03-01-2024,Grace Hospital,A-,82
04-01-2024,Grace Hospital,A-,87
05-01-2024,Grace Hospital,A-,93
06-01-2024,Grace Hospital,A-,80
07-01-2024,Grace Hospital,A-,93
08-01-2024,Grace Hospital,A-,81
09-01-2024,Grace Hospital,A-,83
10-01-2024,Grace Hospital,A-,98
11-01-2024,Grace Hospital,A-,85
12-01-2024,Grace Hospital,A-,80
13-01-2024,Grace Hospital,A-,96
14-01-2024,Grace Hospital,A-,87
15-01-2024,Grace Hospital,A-,98
16-01-2024,Grace Hospital,A-,80
17-01-2024,Grace Hospital,A-,84
18-01-2024,Grace Hospital,A-,95
19-01-2024,Grace Hospital,A-,85
20-01-2024,Grace Hospital,A-,87
21-01-2024,Grace Hospital,A-,92
22-01-2024,Grace Hospital,A-,95
23-01-2024,Grace Hospital,A-,82
24-01-2024,Grace Hospital,A-,98
25-01-2024,Grace Hospital,A-,91
26-01-2024,Grace Hospital,A-,95
27-01-2024,Grace Hospital,A-,90
28-01-2024,Grace Hospital,A-,89
29-01-2024,Grace Hospital,A-,99
30-01-2024,Grace Hospital,A-,83
01-01-2024,Grace Hospital,B+,94
02-01-2024,Grace Hospital,B+,80
03-01-2024,Grace Hospital,B+,83
04-01-2024,Grace Hospital,B+,82
05-01-2024,Grace Hospital,B+,89
06-01-2024,Grace Hospital,B+,78
07-01-2024,Grace Hospital,B+,93
08-01-2024,Grace Hospital,B+,91
09-01-2024,Grace Hospital,B+,94
10-01-2024,Grace Hospital,B+,94
11-01-2024,Grace Hospital,B+,93
12-01-2024,Grace Hospital,B+,95
13-01-2024,Grace Hospital,B+,91
14-01-2024,Grace Hospital,B+,83
15-01-2024,Grace Hospital,B+,76
16-01-2024,Grace Hospital,B+,92
17-01-2024,Grace Hospital,B+,87
18-01-2024,Grace Hospital,B+,86
19-01-2024,Grace Hospital,B+,80
20-01-2024,Grace Hospital,B+,87
21-01-2024,Grace Hospital,B+,92
22-01-2024,Grace Hospital,B+,81
23-01-2024,Grace Hospital,B+,76
24-01-2024,Grace Hospital,B+,80
25-01-2024,Grace Hospital,B+,89
26-01-2024,Grace Hospital,B+,80
27-01-2024,Grace Hospital,B+,76
28-01-2024,Grace Hospital,B+,93
29-01-2024,Grace Hospital,B+,91
30-01-2024,Grace Hospital,B+,84
01-01-2024,Grace Hospital,B-,86
02-01-2024,Grace Hospital,B-,99
03-01-2024,Grace Hospital,B-,91
04-01-2024,Grace Hospital,B-,88
05-01-2024,Grace Hospital,B-,85
06-01-2024,Grace Hospital,B-,97
07-01-2024,Grace Hospital,B-,104
08-01-2024,Grace Hospital,B-,91
09-01-2024,Grace Hospital,B-,99
10-01-2024,Grace Hospital,B-,98
11-01-2024,Grace Hospital,B-,103
12-01-2024,Grace Hospital,B-,104
13-01-2024,Grace Hospital,B-,102
14-01-2024,Grace Hospital,B-,94
15-01-2024,Grace Hospital,B-,93
16-01-2024,Grace Hospital,B-,92
17-01-2024,Grace Hospital,B-,94
18-01-2024,Grace Hospital,B-,101
19-01-2024,Grace Hospital,B-,86
20-01-2024,Grace Hospital,B-,90
21-01-2024,Grace Hospital,B-,89
22-01-2024,Grace Hospital,B-,93
23-01-2024,Grace Hospital,B-,89
24-01-2024,Grace Hospital,B-,102
25-01-2024,Grace Hospital,B-,104
26-01-2024,Grace Hospital,B-,93
27-01-2024,Grace Hospital,B-,101
28-01-2024,Grace Hospital,B-,101
29-01-2024,Grace Hospital,B-,96
30-01-2024,Grace Hospital,B-,91
01-01-2024,Grace Hospital,O+,68
02-01-2024,Grace Hospital,O+,81
03-01-2024,Grace Hospital,O+,67
04-01-2024,Grace Hospital,O+,75
05-01-2024,Grace Hospital,O+,71
06-01-2024,Grace Hospital,O+,76
07-01-2024,Grace Hospital,O+,72
08-01-2024,Grace Hospital,O+,80
09-01-2024,Grace Hospital,O+,71
10-01-2024,Grace Hospital,O+,85
11-01-2024,Grace Hospital,O+,74
12-01-2024,Grace Hospital,O+,85
13-01-2024,Grace Hospital,O+,77
14-01-2024,Grace Hospital,O+,84
15-01-2024,Grace Hospital,O+,85
16-01-2024,Grace Hospital,O+,68
17-01-2024,Grace Hospital,O+,80
18-01-2024,Grace Hospital,O+,67
19-01-2024,Grace Hospital,O+,67
20-01-2024,Grace Hospital,O+,68
21-01-2024,Grace Hospital,O+,71
22-01-2024,Grace Hospital,O+,80
23-01-2024,Grace Hospital,O+,75
24-01-2024,Grace Hospital,O+,74
25-01-2024,Grace Hospital,O+,66
26-01-2024,Grace Hospital,O+,81
27-01-2024,Grace Hospital,O+,71
28-01-2024,Grace Hospital,O+,74
29-01-2024,Grace Hospital,O+,69
30-01-2024,Grace Hospital,O+,67
01-01-2024,Grace Hospital,O-,80
02-01-2024,Grace Hospital,O-,85
03-01-2024,Grace Hospital,O-,89
04-01-2024,Grace Hospital,O-,86
05-01-2024,Grace Hospital,O-,74
06-01-2024,Grace Hospital,O-,72
07-01-2024,Grace Hospital,O-,83
08-01-2024,Grace Hospital,O-,71
09-01-2024,Grace Hospital,O-,87
10-01-2024,Grace Hospital,O-,83
11-01-2024,Grace Hospital,O-,74
12-01-2024,Grace Hospital,O-,77
13-01-2024,Grace Hospital,O-,87
14-01-2024,Grace Hospital,O-,79
15-01-2024,Grace Hospital,O-,74
16-01-2024,Grace Hospital,O-,89
17-01-2024,Grace Hospital,O-,71
18-01-2024,Grace Hospital,O-,80
19-01-2024,Grace Hospital,O-,74
20-01-2024,Grace Hospital,O-,79
21-01-2024,Grace Hospital,O-,83
22-01-2024,Grace Hospital,O-,84
23-01-2024,Grace Hospital,O-,80
24-01-2024,Grace Hospital,O-,76
25-01-2024,Grace Hospital,O-,86
26-01-2024,Grace Hospital,O-,76
27-01-2024,Grace Hospital,O-,87
28-01-2024,Grace Hospital,O-,80
29-01-2024,Grace Hospital,O-,88
30-01-2024,Grace Hospital,O-,88
01-01-2024,Grace Hospital,AB+,84
02-01-2024,Grace Hospital,AB+,84
03-01-2024,Grace Hospital,AB+,73
04-01-2024,Grace Hospital,AB+,78
05-01-2024,Grace Hospital,AB+,88
06-01-2024,Grace Hospital,AB+,86
07-01-2024,Grace Hospital,AB+,80
08-01-2024,Grace Hospital,AB+,78
09-01-2024,Grace Hospital,AB+,79
10-01-2024,Grace Hospital,AB+,87
11-01-2024,Grace Hospital,AB+,89
12-01-2024,Grace Hospital,AB+,82
13-01-2024,Grace Hospital,AB+,77
14-01-2024,Grace Hospital,AB+,76
15-01-2024,Grace Hospital,AB+,86
16-01-2024,Grace Hospital,AB+,84
17-01-2024,Grace Hospital,AB+,89
18-01-2024,Grace Hospital,AB+,84
19-01-2024,Grace Hospital,AB+,70
20-01-2024,Grace Hospital,AB+,83
21-01-2024,Grace Hospital,AB+,74
22-01-2024,Grace Hospital,AB+,80
23-01-2024,Grace Hospital,AB+,85
24-01-2024,Grace Hospital,AB+,71
25-01-2024,Grace Hospital,AB+,77
26-01-2024,Grace Hospital,AB+,80
27-01-2024,Grace Hospital,AB+,87
28-01-2024,Grace Hospital,AB+,72
29-01-2024,Grace Hospital,AB+,70
30-01-2024,Grace Hospital,AB+,80
01-01-2024,Grace Hospital,AB-,93
02-01-2024,Grace Hospital,AB-,87
03-01-2024,Grace Hospital,AB-,95
04-01-2024,Grace Hospital,AB-,83
05-01-2024,Grace Hospital,AB-,96
06-01-2024,Grace Hospital,AB-,81
07-01-2024,Grace Hospital,AB-,90
08-01-2024,Grace Hospital,AB-,91
09-01-2024,Grace Hospital,AB-,80
10-01-2024,Grace Hospital,AB-,87
11-01-2024,Grace Hospital,AB-,83
12-01-2024,Grace Hospital,AB-,78
13-01-2024,Grace Hospital,AB-,91
14-01-2024,Grace Hospital,AB-,85
15-01-2024,Grace Hospital,AB-,96
16-01-2024,Grace Hospital,AB-,91
17-01-2024,Grace Hospital,AB-,87
18-01-2024,Grace Hospital,AB-,94
19-01-2024,Grace Hospital,AB-,86
20-01-2024,Grace Hospital,AB-,83
21-01-2024,Grace Hospital,AB-,88
22-01-2024,Grace Hospital,AB-,84
23-01-2024,Grace Hospital,AB-,94
24-01-2024,Grace Hospital,AB-,78
25-01-2024,Grace Hospital,AB-,82
26-01-2024,Grace Hospital,AB-,86
27-01-2024,Grace Hospital,AB-,95
28-01-2024,Grace Hospital,AB-,79
29-01-2024,Grace Hospital,AB-,88
30-01-2024,Grace Hospital,AB-,83
01-01-2024,PKR Hospital,A+,177
02-01-2024,PKR Hospital,A+,161
03-01-2024,PKR Hospital,A+,170
04-01-2024,PKR Hospital,A+,172
05-01-2024,PKR Hospital,A+,163
06-01-2024,PKR Hospital,A+,166
07-01-2024,PKR Hospital,A+,170
08-01-2024,PKR Hospital,A+,163
09-01-2024,PKR Hospital,A+,174
10-01-2024,PKR Hospital,A+,160
11-01-2024,PKR Hospital,A+,162
12-01-2024,PKR Hospital,A+,173
13-01-2024,PKR Hospital,A+,165
14-01-2024,PKR Hospital,A+,177
15-01-2024,PKR Hospital,A+,160
16-01-2024,PKR Hospital,A+,165
17-01-2024,PKR Hospital,A+,165
18-01-2024,PKR Hospital,A+,175
19-01-2024,PKR Hospital,A+,164
20-01-2024,PKR Hospital,A+,176
21-01-2024,PKR Hospital,A+,169
22-01-2024,PKR Hospital,A+,177
23-01-2024,PKR Hospital,A+,166
24-01-2024,PKR Hospital,A+,162
25-01-2024,PKR Hospital,A+,172
26-01-2024,PKR Hospital,A+,174
27-01-2024,PKR Hospital,A+,179
28-01-2024,PKR Hospital,A+,178
29-01-2024,PKR Hospital,A+,162
30-01-2024,PKR Hospital,A+,163
01-01-2024,PKR Hospital,A-,154
02-01-2024,PKR Hospital,A-,152
03-01-2024,PKR Hospital,A-,162
04-01-2024,PKR Hospital,A-,155
05-01-2024,PKR Hospital,A-,156
06-01-2024,PKR Hospital,A-,147
07-01-2024,PKR Hospital,A-,146
08-01-2024,PKR Hospital,A-,156
09-01-2024,PKR Hospital,A-,152
10-01-2024,PKR Hospital,A-,159
11-01-2024,PKR Hospital,A-,152
12-01-2024,PKR Hospital,A-,149
13-01-2024,PKR Hospital,A-,158
14-01-2024,PKR Hospital,A-,143
15-01-2024,PKR Hospital,A-,159
16-01-2024,PKR Hospital,A-,151
17-01-2024,PKR Hospital,A-,148
18-01-2024,PKR Hospital,A-,161
19-01-2024,PKR Hospital,A-,155
20-01-2024,PKR Hospital,A-,145
21-01-2024,PKR Hospital,A-,149
22-01-2024,PKR Hospital,A-,151
23-01-2024,PKR Hospital,A-,147
24-01-2024,PKR Hospital,A-,152
25-01-2024,PKR Hospital,A-,159
26-01-2024,PKR Hospital,A-,154
27-01-2024,PKR Hospital,A-,158
28-01-2024,PKR Hospital,A-,145
29-01-2024,PKR Hospital,A-,151
30-01-2024,PKR Hospital,A-,157
01-01-2024,PKR Hospital,B+,161
02-01-2024,PKR Hospital,B+,167
03-01-2024,PKR Hospital,B+,162
04-01-2024,PKR Hospital,B+,163
05-01-2024,PKR Hospital,B+,160
06-01-2024,PKR Hospital,B+,164
07-01-2024,PKR Hospital,B+,155
08-01-2024,PKR Hospital,B+,149
09-01-2024,PKR Hospital,B+,152
10-01-2024,PKR Hospital,B+,153
11-01-2024,PKR Hospital,B+,159
12-01-2024,PKR Hospital,B+,165
13-01-2024,PKR Hospital,B+,148
14-01-2024,PKR Hospital,B+,164
15-01-2024,PKR Hospital,B+,158
16-01-2024,PKR Hospital,B+,157
17-01-2024,PKR Hospital,B+,166
18-01-2024,PKR Hospital,B+,161
19-01-2024,PKR Hospital,B+,157
20-01-2024,PKR Hospital,B+,162
21-01-2024,PKR Hospital,B+,166
22-01-2024,PKR Hospital,B+,151
23-01-2024,PKR Hospital,B+,149
24-01-2024,PKR Hospital,B+,156
25-01-2024,PKR Hospital,B+,157
26-01-2024,PKR Hospital,B+,158
27-01-2024,PKR Hospital,B+,161
28-01-2024,PKR Hospital,B+,154
29-01-2024,PKR Hospital,B+,162
30-01-2024,PKR Hospital,B+,166
01-01-2024,PKR Hospital,B-,169
02-01-2024,PKR Hospital,B-,172
03-01-2024,PKR Hospital,B-,170
04-01-2024,PKR Hospital,B-,176
05-01-2024,PKR Hospital,B-,162
06-01-2024,PKR Hospital,B-,162
07-01-2024,PKR Hospital,B-,180
08-01-2024,PKR Hospital,B-,164
09-01-2024,PKR Hospital,B-,171
10-01-2024,PKR Hospital,B-,169
11-01-2024,PKR Hospital,B-,176
12-01-2024,PKR Hospital,B-,171
13-01-2024,PKR Hospital,B-,162
14-01-2024,PKR Hospital,B-,179
15-01-2024,PKR Hospital,B-,163
16-01-2024,PKR Hospital,B-,180
17-01-2024,PKR Hospital,B-,174
18-01-2024,PKR Hospital,B-,162
19-01-2024,PKR Hospital,B-,163
20-01-2024,PKR Hospital,B-,177
21-01-2024,PKR Hospital,B-,176
22-01-2024,PKR Hospital,B-,174
23-01-2024,PKR Hospital,B-,177
24-01-2024,PKR Hospital,B-,178
25-01-2024,PKR Hospital,B-,168
26-01-2024,PKR Hospital,B-,178
27-01-2024,PKR Hospital,B-,168
28-01-2024,PKR Hospital,B-,174
29-01-2024,PKR Hospital,B-,166
30-01-2024,PKR Hospital,B-,178
01-01-2024,PKR Hospital,O+,160
02-01-2024,PKR Hospital,O+,150
03-01-2024,PKR Hospital,O+,144
04-01-2024,PKR Hospital,O+,160
05-01-2024,PKR Hospital,O+,160
06-01-2024,PKR Hospital,O+,154
07-01-2024,PKR Hospital,O+,146
08-01-2024,PKR Hospital,O+,158
09-01-2024,PKR Hospital,O+,154
10-01-2024,PKR Hospital,O+,159
11-01-2024,PKR Hospital,O+,152
12-01-2024,PKR Hospital,O+,144
13-01-2024,PKR Hospital,O+,159
14-01-2024,PKR Hospital,O+,152
15-01-2024,PKR Hospital,O+,162
16-01-2024,PKR Hospital,O+,155
17-01-2024,PKR Hospital,O+,162
18-01-2024,PKR Hospital,O+,152
19-01-2024,PKR Hospital,O+,150
20-01-2024,PKR Hospital,O+,157
21-01-2024,PKR Hospital,O+,162
22-01-2024,PKR Hospital,O+,162
23-01-2024,PKR Hospital,O+,145
24-01-2024,PKR Hospital,O+,152
25-01-2024,PKR Hospital,O+,156
26-01-2024,PKR Hospital,O+,158
27-01-2024,PKR Hospital,O+,146
28-01-2024,PKR Hospital,O+,154
29-01-2024,PKR Hospital,O+,157
30-01-2024,PKR Hospital,O+,151
01-01-2024,PKR Hospital,O-,182
02-01-2024,PKR Hospital,O-,168
03-01-2024,PKR Hospital,O-,174
04-01-2024,PKR Hospital,O-,172
05-01-2024,PKR Hospital,O-,178
06-01-2024,PKR Hospital,O-,181
07-01-2024,PKR Hospital,O-,174
08-01-2024,PKR Hospital,O-,170
09-01-2024,PKR Hospital,O-,181
10-01-2024,PKR Hospital,O-,186
11-01-2024,PKR Hospital,O-,183
12-01-2024,PKR Hospital,O-,179
13-01-2024,PKR Hospital,O-,184
14-01-2024,PKR Hospital,O-,168
15-01-2024,PKR Hospital,O-,179
16-01-2024,PKR Hospital,O-,179
17-01-2024,PKR Hospital,O-,181
18-01-2024,PKR Hospital,O-,186
19-01-2024,PKR Hospital,O-,176
20-01-2024,PKR Hospital,O-,169
21-01-2024,PKR Hospital,O-,185
22-01-2024,PKR Hospital,O-,169
23-01-2024,PKR Hospital,O-,180
24-01-2024,PKR Hospital,O-,174
25-01-2024,PKR Hospital,O-,170
26-01-2024,PKR Hospital,O-,186
27-01-2024,PKR Hospital,O-,177
28-01-2024,PKR Hospital,O-,177
29-01-2024,PKR Hospital,O-,177
30-01-2024,PKR Hospital,O-,168
01-01-2024,PKR Hospital,AB+,161
02-01-2024,PKR Hospital,AB+,174
03-01-2024,PKR Hospital,AB+,175
04-01-2024,PKR Hospital,AB+,163
05-01-2024,PKR Hospital,AB+,167
06-01-2024,PKR Hospital,AB+,168
07-01-2024,PKR Hospital,AB+,164
08-01-2024,PKR Hospital,AB+,175
09-01-2024,PKR Hospital,AB+,172
10-01-2024,PKR Hospital,AB+,166
11-01-2024,PKR Hospital,AB+,179
12-01-2024,PKR Hospital,AB+,176
13-01-2024,PKR Hospital,AB+,162
14-01-2024,PKR Hospital,AB+,164
15-01-2024,PKR Hospital,AB+,178
16-01-2024,PKR Hospital,AB+,171
17-01-2024,PKR Hospital,AB+,166
18-01-2024,PKR Hospital,AB+,168
19-01-2024,PKR Hospital,AB+,165
20-01-2024,PKR Hospital,AB+,176
21-01-2024,PKR Hospital,AB+,175
22-01-2024,PKR Hospital,AB+,162
23-01-2024,PKR Hospital,AB+,163
24-01-2024,PKR Hospital,AB+,169
25-01-2024,PKR Hospital,AB+,164
26-01-2024,PKR Hospital,AB+,169
27-01-2024,PKR Hospital,AB+,171
28-01-2024,PKR Hospital,AB+,169
29-01-2024,PKR Hospital,AB+,172
30-01-2024,PKR Hospital,AB+,170
01-01-2024,PKR Hospital,AB-,164
02-01-2024,PKR Hospital,AB-,169
03-01-2024,PKR Hospital,AB-,158
04-01-2024,PKR Hospital,AB-,168
05-01-2024,PKR Hospital,AB-,166
06-01-2024,PKR Hospital,AB-,168
07-01-2024,PKR Hospital,AB-,167
08-01-2024,PKR Hospital,AB-,171
09-01-2024,PKR Hospital,AB-,172
10-01-2024,PKR Hospital,AB-,173
11-01-2024,PKR Hospital,AB-,158
12-01-2024,PKR Hospital,AB-,174
13-01-2024,PKR Hospital,AB-,168
14-01-2024,PKR Hospital,AB-,175
15-01-2024,PKR Hospital,AB-,174
16-01-2024,PKR Hospital,AB-,173
17-01-2024,PKR Hospital,AB-,162
18-01-2024,PKR Hospital,AB-,171
19-01-2024,PKR Hospital,AB-,159
20-01-2024,PKR Hospital,AB-,162
21-01-2024,PKR Hospital,AB-,159
22-01-2024,PKR Hospital,AB-,157
23-01-2024,PKR Hospital,AB-,169
24-01-2024,PKR Hospital,AB-,170
25-01-2024,PKR Hospital,AB-,169
26-01-2024,PKR Hospital,AB-,160
27-01-2024,PKR Hospital,AB-,163
28-01-2024,PKR Hospital,AB-,166
29-01-2024,PKR Hospital,AB-,163
30-01-2024,PKR Hospital,AB-,171
01-01-2024,Rajalakshmi Hospital,A+,176
02-01-2024,Rajalakshmi Hospital,A+,191
03-01-2024,Rajalakshmi Hospital,A+,183
04-01-2024,Rajalakshmi Hospital,A+,172
05-01-2024,Rajalakshmi Hospital,A+,179
06-01-2024,Rajalakshmi Hospital,A+,172
07-01-2024,Rajalakshmi Hospital,A+,176
08-01-2024,Rajalakshmi Hospital,A+,177
09-01-2024,Rajalakshmi Hospital,A+,174
10-01-2024,Rajalakshmi Hospital,A+,186
11-01-2024,Rajalakshmi Hospital,A+,176
12-01-2024,Rajalakshmi Hospital,A+,185
13-01-2024,Rajalakshmi Hospital,A+,189
14-01-2024,Rajalakshmi Hospital,A+,187
15-01-2024,Rajalakshmi Hospital,A+,177
16-01-2024,Rajalakshmi Hospital,A+,185
17-01-2024,Rajalakshmi Hospital,A+,179
18-01-2024,Rajalakshmi Hospital,A+,178
19-01-2024,Rajalakshmi Hospital,A+,179
20-01-2024,Rajalakshmi Hospital,A+,184
21-01-2024,Rajalakshmi Hospital,A+,177
22-01-2024,Rajalakshmi Hospital,A+,189
23-01-2024,Rajalakshmi Hospital,A+,173
24-01-2024,Rajalakshmi Hospital,A+,179
25-01-2024,Rajalakshmi Hospital,A+,182
26-01-2024,Rajalakshmi Hospital,A+,172
27-01-2024,Rajalakshmi Hospital,A+,177
28-01-2024,Rajalakshmi Hospital,A+,187
29-01-2024,Rajalakshmi Hospital,A+,191
30-01-2024,Rajalakshmi Hospital,A+,183
01-01-2024,Rajalakshmi Hospital,A-,188
02-01-2024,Rajalakshmi Hospital,A-,181
03-01-2024,Rajalakshmi Hospital,A-,191
04-01-2024,Rajalakshmi Hospital,A-,181
05-01-2024,Rajalakshmi Hospital,A-,193
06-01-2024,Rajalakshmi Hospital,A-,194
07-01-2024,Rajalakshmi Hospital,A-,191
08-01-2024,Rajalakshmi Hospital,A-,195
09-01-2024,Rajalakshmi Hospital,A-,181
10-01-2024,Rajalakshmi Hospital,A-,198
11-01-2024,Rajalakshmi Hospital,A-,189
12-01-2024,Rajalakshmi Hospital,A-,197
13-01-2024,Rajalakshmi Hospital,A-,189
14-01-2024,Rajalakshmi Hospital,A-,194
15-01-2024,Rajalakshmi Hospital,A-,181
16-01-2024,Rajalakshmi Hospital,A-,184
17-01-2024,Rajalakshmi Hospital,A-,192
18-01-2024,Rajalakshmi Hospital,A-,196
19-01-2024,Rajalakshmi Hospital,A-,195
20-01-2024,Rajalakshmi Hospital,A-,182
21-01-2024,Rajalakshmi Hospital,A-,193
22-01-2024,Rajalakshmi Hospital,A-,189
23-01-2024,Rajalakshmi Hospital,A-,181
24-01-2024,Rajalakshmi Hospital,A-,181
25-01-2024,Rajalakshmi Hospital,A-,194
26-01-2024,Rajalakshmi Hospital,A-,183
27-01-2024,Rajalakshmi Hospital,A-,188
28-01-2024,Rajalakshmi Hospital,A-,197
29-01-2024,Rajalakshmi Hospital,A-,182
30-01-2024,Rajalakshmi Hospital,A-,197
01-01-2024,Rajalakshmi Hospital,B+,185
02-01-2024,Rajalakshmi Hospital,B+,194
03-01-2024,Rajalakshmi Hospital,B+,190
04-01-2024,Rajalakshmi Hospital,B+,193
05-01-2024,Rajalakshmi Hospital,B+,185
06-01-2024,Rajalakshmi Hospital,B+,188
07-01-2024,Rajalakshmi Hospital,B+,176
08-01-2024,Rajalakshmi Hospital,B+,179
09-01-2024,Rajalakshmi Hospital,B+,179
10-01-2024,Rajalakshmi Hospital,B+,193
11-01-2024,Rajalakshmi Hospital,B+,186
12-01-2024,Rajalakshmi Hospital,B+,192
13-01-2024,Rajalakshmi Hospital,B+,178
14-01-2024,Rajalakshmi Hospital,B+,191
15-01-2024,Rajalakshmi Hospital,B+,184
16-01-2024,Rajalakshmi Hospital,B+,194
17-01-2024,Rajalakshmi Hospital,B+,180
18-01-2024,Rajalakshmi Hospital,B+,188
19-01-2024,Rajalakshmi Hospital,B+,185
